Unnamed: 0;env;Total_Ticks;Total_Steps;Fight_Num;result;fight_time;iteration;Up;Down;Left;Right;Punch (A);Kick (B);Hurricane Kick;Hadouken;Damage Up;Damage Down;Damage Left;Damage Right;Damage Punch;Damage Kick;Damage Hurricane;Damage Hadouken;total_reward;damage_taken;rounds_won;rounds_lost;stun_time;total_damage_dealt
136;0x000002837FCEF150;993790;198595;0;1;57;25;2;24;415;0;478;174;0;0;0;0;162;0;91;28;0;0;1471.5;221;2;0;181;281
137;0x000002837FCEF150;1002335;200303;0;0;87;25;1;146;841;3;715;2;0;0;0;0;203;0;153;0;0;0;231.2;331;1;2;337;356
138;0x000002837FCEF150;1010040;201843;0;1;75;25;1;48;652;0;710;129;0;0;0;0;129;0;165;12;0;0;1367.9;356;2;1;333;306
139;0x000002837FCEF150;1017520;203338;0;0;71;25;2;35;580;0;777;101;0;0;0;0;113;0;219;12;0;0;202.7;359;1;2;349;344
140;0x000002837FCEF150;1030570;205946;0;1;60;26;3;9;354;0;514;266;0;0;0;0;107;0;157;15;0;0;1540.3;105;2;0;71;279
141;0x000002837FCEF150;1034650;206761;0;1;36;26;2;12;298;0;430;73;0;0;0;0;130;0;135;7;0;0;1550.2;119;2;0;113;272
142;0x000002837FCEF150;1042485;208327;0;1;93;26;2;49;404;2;673;436;0;0;0;0;113;0;138;26;0;0;1377.3;214;2;0;213;277
143;0x000002837FCEF150;1050270;209883;0;0;75;26;1;37;499;1;1009;9;0;0;0;0;135;0;182;0;0;0;207.1;361;1;2;347;317
144;0x000002837FCEF150;1057555;211339;0;1;68;26;2;47;517;2;830;58;0;0;0;0;158;0;175;0;0;0;1517.5;244;2;1;272;333
145;0x000002837FCEF150;1065140;212855;0;0;73;26;1;50;563;2;874;26;0;0;0;0;137;0;208;0;0;0;207.1;408;1;2;358;345
146;0x000002837FCEF150;1069490;213723;0;1;29;27;0;20;228;0;389;94;0;0;0;0;79;0;164;28;0;0;1569.9;124;2;0;71;271
147;0x000002837FCEF150;1077570;215338;0;1;80;27;1;62;555;0;945;52;0;0;0;0;124;0;246;14;0;0;1470.4;343;2;1;312;384
148;0x000002837FCEF150;1083255;216474;0;1;60;27;4;36;322;0;469;305;0;0;0;3;65;0;186;25;0;0;1550.3;124;2;0;98;279
149;0x000002837FCEF150;1090495;217921;0;0;67;27;2;58;428;0;883;76;0;0;0;4;87;0;225;0;0;0;179.8;355;1;2;349;316
150;0x000002837FCEF150;1099795;219780;0;0;98;27;3;88;769;0;976;23;0;0;0;5;136;0;253;2;0;0;275.4;408;1;2;349;396
151;0x000002837FCEF150;1112525;222324;0;0;62;28;1;173;512;0;434;20;0;0;0;0;99;0;101;0;0;0;-72.6;279;0;2;294;200
152;0x000002837FCEF150;1119470;223712;0;0;63;28;3;59;583;1;728;14;0;0;0;0;128;0;144;0;0;0;74.9;392;1;2;398;272
153;0x000002837FCEF150;1127930;225403;0;0;86;28;1;27;801;0;857;5;0;0;0;0;139;0;188;0;0;0;173.1;352;1;2;363;327
154;0x000002837FCEF150;1136325;227081;0;1;84;28;3;106;689;0;791;89;0;0;0;0;183;0;190;24;0;0;1561.5;290;2;1;309;397
155;0x000002837FCEF150;1142105;228236;0;0;45;28;3;73;546;1;500;32;0;0;0;0;82;0;189;0;0;0;112.6;401;1;2;243;271
156;0x000002837FCEF150;1150970;230007;0;0;23;29;1;1;625;0;4;0;0;0;0;0;0;0;0;0;0;0;-289.5;269;0;2;294;0
157;0x000002837FCEF150;1154350;230682;0;0;26;29;1;0;670;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
158;0x000002837FCEF150;1157730;231357;0;0;26;29;2;0;670;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
159;0x000002837FCEF150;1161110;232032;0;0;26;29;1;0;669;0;2;3;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
160;0x000002837FCEF150;1164490;232707;0;0;26;29;1;0;669;0;4;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
161;0x000002837FCEF150;1167870;233382;0;0;26;29;3;0;669;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
162;0x000002837FCEF150;1171250;234057;0;0;26;29;1;0;670;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
163;0x000002837FCEF150;1174630;234732;0;0;26;29;1;0;671;1;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
164;0x000002837FCEF150;1178010;235407;0;0;26;29;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
165;0x000002837FCEF150;1181390;236082;0;0;26;29;2;0;670;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
166;0x000002837FCEF150;1184770;236757;0;0;26;29;0;1;670;0;3;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
167;0x000002837FCEF150;1188150;237432;0;0;26;29;0;0;669;1;5;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
168;0x000002837FCEF150;1191995;238199;0;0;23;30;2;0;624;0;4;1;0;0;0;0;0;0;0;0;0;0;-289.5;269;0;2;294;0
169;0x000002837FCEF150;1195375;238874;0;0;26;30;0;1;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
170;0x000002837FCEF150;1198755;239549;0;0;26;30;1;0;672;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
171;0x000002837FCEF150;1202135;240224;0;0;26;30;1;0;671;0;2;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
172;0x000002837FCEF150;1205515;240899;0;0;26;30;1;0;672;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
173;0x000002837FCEF150;1208895;241574;0;0;26;30;0;0;672;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
174;0x000002837FCEF150;1212275;242249;0;0;26;30;2;0;673;0;0;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
175;0x000002837FCEF150;1215655;242924;0;0;26;30;2;0;671;0;1;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
176;0x000002837FCEF150;1219035;243599;0;0;26;30;0;0;672;0;2;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
177;0x000002837FCEF150;1222415;244274;0;0;26;30;0;0;672;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
178;0x000002837FCEF150;1225795;244949;0;0;26;30;0;0;671;1;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
179;0x000002837FCEF150;1229175;245624;0;0;26;30;0;0;672;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
180;0x000002837FCEF150;1233240;246435;0;0;26;31;1;0;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
181;0x000002837FCEF150;1236620;247110;0;0;26;31;1;0;671;0;2;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
182;0x000002837FCEF150;1240000;247785;0;0;26;31;1;0;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
183;0x000002837FCEF150;1243380;248460;0;0;26;31;1;0;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
184;0x000002837FCEF150;1246760;249135;0;0;26;31;1;0;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
185;0x000002837FCEF150;1250140;249810;0;0;26;31;1;0;672;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
186;0x000002837FCEF150;1253520;250485;0;0;26;31;0;0;674;0;1;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
187;0x000002837FCEF150;1256900;251160;0;0;26;31;1;0;671;0;2;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
188;0x000002837FCEF150;1260280;251835;0;0;26;31;1;0;672;0;1;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
189;0x000002837FCEF150;1263660;252510;0;0;26;31;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
190;0x000002837FCEF150;1267040;253185;0;0;26;31;0;0;673;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
191;0x000002837FCEF150;1270420;253860;0;0;26;31;0;0;669;0;5;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
192;0x000002837FCEF150;1274265;254627;0;0;26;32;0;0;670;0;4;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
193;0x000002837FCEF150;1277645;255302;0;0;26;32;0;0;671;0;3;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
194;0x000002837FCEF150;1281025;255977;0;0;26;32;1;0;670;0;3;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
195;0x000002837FCEF150;1284405;256652;0;0;26;32;1;0;672;0;1;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
196;0x000002837FCEF150;1287785;257327;0;0;26;32;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
197;0x000002837FCEF150;1291165;258002;0;0;26;32;0;0;670;0;5;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
198;0x000002837FCEF150;1294545;258677;0;0;26;32;1;0;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
199;0x000002837FCEF150;1297925;259352;0;0;26;32;0;0;669;0;5;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
200;0x000002837FCEF150;1301305;260027;0;0;26;32;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
201;0x000002837FCEF150;1304685;260702;0;0;26;32;1;0;670;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
202;0x000002837FCEF150;1308065;261377;0;0;26;32;1;0;670;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
203;0x000002837FCEF150;1311445;262052;0;0;26;32;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
204;0x000002837FCEF150;1315290;262819;0;0;26;33;1;0;670;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
205;0x000002837FCEF150;1318670;263494;0;0;26;33;0;0;670;0;5;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
206;0x000002837FCEF150;1322050;264169;0;0;26;33;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
207;0x000002837FCEF150;1325430;264844;0;0;26;33;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
208;0x000002837FCEF150;1328810;265519;0;0;26;33;2;0;669;0;3;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
209;0x000002837FCEF150;1332190;266194;0;0;26;33;2;0;671;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
210;0x000002837FCEF150;1335570;266869;0;0;26;33;0;0;673;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
211;0x000002837FCEF150;1338950;267544;0;0;26;33;0;0;670;0;4;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
212;0x000002837FCEF150;1342330;268219;0;0;26;33;0;0;670;0;4;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
213;0x000002837FCEF150;1345710;268894;0;0;26;33;2;0;671;0;2;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
214;0x000002837FCEF150;1349090;269569;0;0;26;33;0;0;671;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
